Tue May 10 09:42:00 2022,blackscholes,-O0,15959.940000,553.913452,0.000000,0.000000,77.449417,0.000000,366.788391,0.000000,0.000000,51.698349,0.000000
Tue May 10 09:42:18 2022,blackscholes,-fcase-merge,15886.395000,551.742004,0.000000,0.000000,77.399445,0.000000,365.541626,0.000000,0.000000,51.154816,0.000000
Tue May 10 09:42:24 2022,coins,-O0,3293.307000,76.426941,0.000000,0.000000,10.084808,0.000000,108.175049,0.000000,0.000000,23.681137,0.000000
Tue May 10 09:42:28 2022,coins,-fcase-merge,3292.591000,76.377014,0.000000,0.000000,10.056992,0.000000,108.609131,0.000000,0.000000,23.787598,0.000000
Tue May 10 09:42:38 2022,matmult,-O0,5679.311000,131.522888,0.000000,0.000000,17.094803,0.000000,189.040833,0.000000,0.000000,39.533371,0.000000
Tue May 10 09:42:46 2022,matmult,-fcase-merge,5602.511000,130.437317,0.000000,0.000000,16.846039,0.000000,187.604187,0.000000,0.000000,39.129517,0.000000
Tue May 10 09:43:01 2022,nbody,-O0,13032.823000,305.133850,0.000000,0.000000,38.367035,0.000000,430.447815,0.000000,0.000000,74.472382,0.000000
Tue May 10 09:43:16 2022,nbody,-fcase-merge,13160.697000,307.607849,0.000000,0.000000,38.992249,0.000000,435.164551,0.000000,0.000000,74.890091,0.000000
Tue May 10 09:43:57 2022,parfib,-O0,39284.119000,921.127930,0.000000,0.000000,115.147156,0.000000,1303.749878,0.000000,0.000000,215.337448,0.000000
Tue May 10 09:44:37 2022,parfib,-fcase-merge,39247.571000,921.486328,0.000000,0.000000,115.745193,0.000000,1308.435059,0.000000,0.000000,218.026871,0.000000
Tue May 10 09:45:00 2022,partak,-O0,21546.777000,507.033081,0.000000,0.000000,63.564774,0.000000,724.503113,0.000000,0.000000,-65423.815628,0.000000
Tue May 10 09:45:22 2022,partak,-fcase-merge,21519.165000,505.978699,0.000000,0.000000,63.524063,0.000000,721.328186,0.000000,0.000000,111.501297,0.000000
Tue May 10 09:45:27 2022,partree,-O0,2498.683000,58.656433,0.000000,0.000000,7.592728,0.000000,83.348389,0.000000,0.000000,14.441925,0.000000
Tue May 10 09:45:30 2022,partree,-fcase-merge,2450.640000,57.347107,0.000000,0.000000,7.428619,0.000000,81.776672,0.000000,0.000000,14.327393,0.000000
Tue May 10 09:45:54 2022,queens,-O0,21313.480000,502.113525,0.000000,0.000000,63.339432,0.000000,718.045471,0.000000,0.000000,114.153961,0.000000
Tue May 10 09:46:16 2022,queens,-fcase-merge,21435.492000,503.928406,0.000000,0.000000,63.166718,0.000000,716.760620,0.000000,0.000000,112.278397,0.000000
Tue May 10 09:46:35 2022,anna,-O0,2998.362000,69.122803,0.000000,0.000000,8.864777,0.000000,94.807983,0.000000,0.000000,15.633911,0.000000
Tue May 10 09:46:49 2022,anna,-fcase-merge,2990.258000,98.976257,0.000000,0.000000,14.643051,0.000000,69.177856,0.000000,0.000000,9.798111,0.000000
Tue May 10 09:47:23 2022,ben-raytrace,-O0,25841.741000,640.765198,0.000000,0.000000,82.600571,0.000000,829.037903,0.000000,0.000000,130.440201,0.000000
Tue May 10 09:47:56 2022,ben-raytrace,-fcase-merge,24545.006000,805.483276,0.000000,0.000000,132.776306,0.000000,915.620117,0.000000,0.000000,168.294434,0.000000
Tue May 10 09:48:02 2022,cacheprof,-O0,3236.318000,102.530884,0.000000,0.000000,15.629852,0.000000,80.477844,0.000000,0.000000,12.389450,0.000000
Tue May 10 09:48:08 2022,cacheprof,-fcase-merge,3215.887000,76.128662,0.000000,0.000000,9.999069,0.000000,106.620789,0.000000,0.000000,18.376526,0.000000
Tue May 10 09:48:18 2022,compress2,-O0,2457.743000,59.931335,0.000000,0.000000,8.045471,0.000000,81.807129,0.000000,0.000000,14.874527,0.000000
Tue May 10 09:48:22 2022,compress2,-fcase-merge,2546.609000,86.363647,0.000000,0.000000,12.915482,0.000000,59.187988,0.000000,0.000000,8.800049,0.000000
Tue May 10 09:48:25 2022,CS,-O0,1543.953000,35.583740,0.000000,0.000000,4.621216,0.000000,49.732117,0.000000,0.000000,7.922516,0.000000
Tue May 10 09:48:28 2022,CS,-fcase-merge,1487.725000,35.243469,0.000000,0.000000,4.466278,0.000000,49.969849,0.000000,0.000000,8.927307,0.000000
Tue May 10 09:48:30 2022,CSD,-O0,788.221000,18.367004,0.000000,0.000000,2.381348,0.000000,26.035522,0.000000,0.000000,4.168182,0.000000
Tue May 10 09:48:32 2022,CSD,-fcase-merge,867.649000,18.977722,0.000000,0.000000,2.697815,0.000000,26.144104,0.000000,0.000000,4.444809,0.000000
Tue May 10 09:48:35 2022,FS,-O0,1479.522000,52.205383,0.000000,0.000000,8.057739,0.000000,34.250977,0.000000,0.000000,5.228714,0.000000
Tue May 10 09:48:38 2022,FS,-fcase-merge,1570.020000,44.054077,0.000000,0.000000,6.979111,0.000000,51.795715,0.000000,0.000000,9.620270,0.000000
Tue May 10 09:48:41 2022,S,-O0,2216.704000,51.559326,0.000000,0.000000,6.947891,0.000000,71.351990,0.000000,0.000000,16.304794,0.000000
Tue May 10 09:48:45 2022,S,-fcase-merge,2171.644000,51.119751,0.000000,0.000000,7.210129,0.000000,72.536011,0.000000,0.000000,16.159592,0.000000
Tue May 10 09:48:48 2022,VS,-O0,2449.123000,57.820923,0.000000,0.000000,7.805771,0.000000,82.668945,0.000000,0.000000,17.354019,0.000000
Tue May 10 09:48:52 2022,VS,-fcase-merge,2519.174000,59.154724,0.000000,0.000000,8.053787,0.000000,83.435791,0.000000,0.000000,17.622116,0.000000
Tue May 10 09:48:55 2022,VSD,-O0,1723.609000,39.650024,0.000000,0.000000,5.233994,0.000000,54.927551,0.000000,0.000000,8.753189,0.000000
Tue May 10 09:48:58 2022,VSD,-fcase-merge,1715.303000,39.463074,0.000000,0.000000,5.498764,0.000000,55.786011,0.000000,0.000000,9.744873,0.000000
Tue May 10 09:49:02 2022,VSM,-O0,2210.383000,51.000244,0.000000,0.000000,6.905701,0.000000,71.822937,0.000000,0.000000,11.738632,0.000000
Tue May 10 09:49:05 2022,VSM,-fcase-merge,2177.471000,50.860535,0.000000,0.000000,6.713455,0.000000,71.051025,0.000000,0.000000,11.317520,0.000000
Tue May 10 09:49:13 2022,fem,-O0,2333.389000,54.352356,0.000000,0.000000,7.252563,0.000000,75.764832,0.000000,0.000000,13.351151,0.000000
Tue May 10 09:49:21 2022,fem,-fcase-merge,2366.271000,63.707153,0.000000,0.000000,9.597702,0.000000,68.408203,0.000000,0.000000,12.122543,0.000000
Tue May 10 09:49:28 2022,fluid,-O0,2121.324000,75.179199,0.000000,0.000000,12.297134,0.000000,48.268433,0.000000,0.000000,7.563065,0.000000
Tue May 10 09:49:36 2022,fluid,-fcase-merge,2080.547000,70.501404,0.000000,0.000000,13.083481,0.000000,48.835022,0.000000,0.000000,8.070404,0.000000
Tue May 10 09:50:05 2022,fulsom,-O0,24605.625000,653.638977,0.000000,0.000000,93.780701,0.000000,819.284973,0.000000,0.000000,154.941895,0.000000
Tue May 10 09:50:34 2022,fulsom,-fcase-merge,24670.976000,728.312805,0.000000,0.000000,108.192413,0.000000,825.789001,0.000000,0.000000,155.369110,0.000000
Tue May 10 09:50:44 2022,gamteb,-O0,6655.950000,185.560486,0.000000,0.000000,27.663330,0.000000,222.395203,0.000000,0.000000,42.975342,0.000000
