Fri May 27 17:25:14 2022,blackscholes,-O0,16325.234000,390.215942,0.000000,0.000000,49.056931,0.000000,548.995544,0.000000,0.000000,85.853851,0.000000
Fri May 27 17:27:23 2022,blackscholes,-O0,15970.548000,381.116577,0.000000,0.000000,47.813797,0.000000,537.595337,0.000000,0.000000,84.281601,0.000000
Fri May 27 17:27:40 2022,blackscholes,-O0,16478.956000,394.498352,0.000000,0.000000,49.004974,0.000000,555.663696,0.000000,0.000000,86.369705,0.000000
Fri May 27 17:27:45 2022,blackscholes,-O0,5211.187000,124.631348,0.000000,0.000000,15.650009,0.000000,174.201294,0.000000,0.000000,27.433105,0.000000
Fri May 27 18:21:57 2022,blackscholes,-O0,16211.272000,385.927551,0.000000,0.000000,48.269485,0.000000,544.585815,0.000000,0.000000,85.623291,0.000000
Fri May 27 18:22:13 2022,blackscholes,-O0,15892.599000,379.118530,0.000000,0.000000,47.323380,0.000000,534.801819,0.000000,0.000000,83.775406,0.000000
Fri May 27 18:22:30 2022,blackscholes,-O0,16138.908000,385.279846,0.000000,0.000000,47.943161,0.000000,544.712341,0.000000,0.000000,84.817978,0.000000
Fri May 27 18:22:48 2022,blackscholes,-fcase-merge,16047.579000,384.497253,0.000000,0.000000,48.005386,0.000000,542.581604,0.000000,0.000000,85.432419,0.000000
Fri May 27 18:23:04 2022,blackscholes,-fcase-merge,16067.646000,385.553711,0.000000,0.000000,47.965134,0.000000,544.191711,0.000000,0.000000,85.081039,0.000000
Fri May 27 18:23:21 2022,blackscholes,-fcase-merge,16309.020000,393.911804,0.000000,0.000000,49.496292,0.000000,550.718811,0.000000,0.000000,87.547546,0.000000
Fri May 27 18:23:26 2022,coins,-O0,3466.351000,83.212646,0.000000,0.000000,10.822632,0.000000,114.123474,0.000000,0.000000,25.063568,0.000000
Fri May 27 18:23:29 2022,coins,-O0,3306.669000,81.165344,0.000000,0.000000,10.946548,0.000000,110.288208,0.000000,0.000000,24.121780,0.000000
Fri May 27 18:23:33 2022,coins,-O0,3279.119000,78.565186,0.000000,0.000000,9.936554,0.000000,109.995178,0.000000,0.000000,24.131378,0.000000
Fri May 27 18:23:38 2022,coins,-fcase-merge,3272.774000,83.330383,0.000000,0.000000,11.504913,0.000000,109.371094,0.000000,0.000000,24.148560,0.000000
Fri May 27 18:23:41 2022,coins,-fcase-merge,3319.876000,79.700745,0.000000,0.000000,10.374481,0.000000,110.175110,0.000000,0.000000,24.074524,0.000000
Fri May 27 18:23:45 2022,coins,-fcase-merge,3317.304000,80.385193,0.000000,0.000000,10.418030,0.000000,110.727722,0.000000,0.000000,24.086853,0.000000
Fri May 27 18:36:40 2022,blackscholes,-O0,15776.913000,376.907349,0.000000,0.000000,47.347122,0.000000,533.446472,0.000000,0.000000,83.675323,0.000000
Fri May 27 18:36:55 2022,blackscholes,-O0,15714.651000,375.189453,0.000000,0.000000,46.971176,0.000000,531.218506,0.000000,0.000000,83.563263,0.000000
Fri May 27 18:37:12 2022,blackscholes,-O0,16072.865000,384.537109,0.000000,0.000000,48.135696,0.000000,541.236145,0.000000,0.000000,85.766403,0.000000
Fri May 27 18:37:30 2022,blackscholes,-fcase-merge,15651.839000,377.278748,0.000000,0.000000,47.466812,0.000000,530.279419,0.000000,0.000000,83.674896,0.000000
Fri May 27 18:37:46 2022,blackscholes,-fcase-merge,15935.750000,383.291565,0.000000,0.000000,47.563065,0.000000,541.958862,0.000000,0.000000,84.900635,0.000000
Fri May 27 18:38:02 2022,blackscholes,-fcase-merge,16427.630000,394.847595,0.000000,0.000000,49.226685,0.000000,558.377747,0.000000,0.000000,87.024765,0.000000
Fri May 27 18:38:07 2022,coins,-O0,3343.830000,79.786011,0.000000,0.000000,10.388489,0.000000,110.548645,0.000000,0.000000,23.882690,0.000000
Fri May 27 18:38:11 2022,coins,-O0,3426.393000,83.002075,0.000000,0.000000,10.671783,0.000000,114.393799,0.000000,0.000000,25.166321,0.000000
Fri May 27 18:38:15 2022,coins,-O0,3394.030000,80.864868,0.000000,0.000000,10.359634,0.000000,112.905701,0.000000,0.000000,24.708755,0.000000
Fri May 27 18:38:19 2022,coins,-fcase-merge,3329.265000,79.420837,0.000000,0.000000,10.233948,0.000000,110.504700,0.000000,0.000000,24.038193,0.000000
Fri May 27 18:38:23 2022,coins,-fcase-merge,3411.260000,82.616638,0.000000,0.000000,10.417801,0.000000,114.881836,0.000000,0.000000,25.177231,0.000000
Fri May 27 18:38:27 2022,coins,-fcase-merge,3452.339000,83.500000,0.000000,0.000000,10.894348,0.000000,114.638367,0.000000,0.000000,25.099884,0.000000
Fri May 27 19:17:16 2022,blackscholes,-O0,16325.477000,390.218384,0.000000,0.000000,49.251114,0.000000,549.552979,0.000000,0.000000,88.792679,0.000000
Fri May 27 19:17:47 2022,blackscholes,-O0,16196.292000,388.221985,0.000000,0.000000,48.729767,0.000000,547.130676,0.000000,0.000000,88.230850,0.000000
Fri May 27 19:18:18 2022,blackscholes,-O0,15691.547000,376.355042,0.000000,0.000000,47.252701,0.000000,529.606384,0.000000,0.000000,85.853195,0.000000
Fri May 27 19:18:56 2022,blackscholes,-fcase-merge,15912.567000,383.788208,0.000000,0.000000,48.344681,0.000000,539.599609,0.000000,0.000000,88.882248,0.000000
Fri May 27 19:21:57 2022,blackscholes,-fcase-merge,16161.178000,390.130676,0.000000,0.000000,49.443344,0.000000,547.928406,0.000000,0.000000,88.645950,0.000000
Fri May 27 19:23:13 2022,blackscholes,-fcase-merge,15902.236000,392.648926,0.000000,0.000000,51.049438,0.000000,542.938538,0.000000,0.000000,95.863480,0.000000
Fri May 27 19:26:53 2022,coins,-O0,3318.906000,78.500427,0.000000,0.000000,10.387711,0.000000,109.060303,0.000000,0.000000,23.409821,0.000000
Fri May 27 19:27:27 2022,coins,-O0,3312.214000,79.113037,0.000000,0.000000,10.533112,0.000000,109.219727,0.000000,0.000000,23.802994,0.000000
Fri May 27 19:27:45 2022,coins,-O0,3306.657000,78.868591,0.000000,0.000000,10.585419,0.000000,108.853638,0.000000,0.000000,23.778488,0.000000
Fri May 27 19:28:20 2022,coins,-fcase-merge,3318.277000,84.672058,0.000000,0.000000,11.911423,0.000000,110.566162,0.000000,0.000000,23.996353,0.000000
