Sat May 28 21:47:51 2022,cacheprof,-O0,1649.311000,34.717468,0.000000,0.000000,5.679245,0.000000,25.639099,0.000000,0.000000,5.173126,0.000000
Sat May 28 21:48:28 2022,cacheprof,-O0,1591.412000,34.221130,0.000000,0.000000,5.463837,0.000000,24.220947,0.000000,0.000000,4.940002,0.000000
Sat May 28 21:49:29 2022,cacheprof,-O0,1554.695000,31.527588,0.000000,0.000000,5.174606,0.000000,23.471313,0.000000,0.000000,4.818970,0.000000
Sat May 28 21:50:31 2022,cacheprof,-O0,1676.198000,34.124207,0.000000,0.000000,5.408249,0.000000,24.698364,0.000000,0.000000,5.278259,0.000000
Sat May 28 21:51:38 2022,cacheprof,-O0,1852.972000,35.393921,0.000000,0.000000,5.586792,0.000000,26.472473,0.000000,0.000000,5.399384,0.000000
Sat May 28 21:52:35 2022,cacheprof,-O0,1856.210000,36.020813,0.000000,0.000000,5.676453,0.000000,26.830139,0.000000,0.000000,5.297379,0.000000
Sat May 28 21:54:22 2022,cacheprof,-O0,1662.371000,32.575134,0.000000,0.000000,5.582794,0.000000,23.928040,0.000000,0.000000,4.704010,0.000000
Sat May 28 21:54:49 2022,cacheprof,-O0,1853.551000,36.287109,0.000000,0.000000,5.924805,0.000000,27.040283,0.000000,0.000000,5.417038,0.000000
Sat May 28 21:55:06 2022,cacheprof,-O0,1878.718000,35.675598,0.000000,0.000000,5.647232,0.000000,26.650269,0.000000,0.000000,5.238312,0.000000
Sun May 29 16:17:57 2022,cacheprof,-O0,1873.715000,34.170044,0.000000,0.000000,5.965179,0.000000,31.405396,0.000000,0.000000,6.216202,0.000000
Sun May 29 16:18:19 2022,cacheprof,-O0,1863.649000,35.907837,0.000000,0.000000,5.699738,0.000000,26.648743,0.000000,0.000000,5.279861,0.000000
Sun May 29 16:18:36 2022,cacheprof,-O0,1890.516000,37.234863,0.000000,0.000000,5.969742,0.000000,27.483337,0.000000,0.000000,5.538025,0.000000
Sun May 29 16:19:07 2022,cacheprof,-O0,1788.487000,34.818176,0.000000,0.000000,5.619858,0.000000,25.626709,0.000000,0.000000,5.196426,0.000000
Sun May 29 16:20:24 2022,cacheprof,-O0,1815.812000,35.641235,0.000000,0.000000,6.276764,0.000000,26.401917,0.000000,0.000000,5.195602,0.000000
Sun May 29 16:20:41 2022,cacheprof,-O0,1682.470000,33.312988,0.000000,0.000000,5.354660,0.000000,24.489441,0.000000,0.000000,4.888947,0.000000
Sun May 29 16:20:59 2022,cacheprof,-O0,2453.070000,42.445496,0.000000,0.000000,6.695312,0.000000,33.036560,0.000000,0.000000,6.417923,0.000000
Sun May 29 16:21:15 2022,cacheprof,-O0,1684.539000,33.182495,0.000000,0.000000,5.382172,0.000000,24.677368,0.000000,0.000000,5.052582,0.000000
Sun May 29 16:21:47 2022,cacheprof,-O0,1821.935000,34.557983,0.000000,0.000000,5.464874,0.000000,26.024841,0.000000,0.000000,5.085480,0.000000
Sun May 29 16:22:04 2022,cacheprof,-O0,1804.818000,34.812927,0.000000,0.000000,6.062927,0.000000,25.969727,0.000000,0.000000,5.146255,0.000000
Sun May 29 16:22:54 2022,cacheprof,-fcase-merge,1831.049000,35.583252,0.000000,0.000000,5.846481,0.000000,26.703369,0.000000,0.000000,5.472839,0.000000
Sun May 29 16:23:11 2022,cacheprof,-fcase-merge,1891.866000,36.512634,0.000000,0.000000,6.050705,0.000000,27.789612,0.000000,0.000000,5.646439,0.000000
Sun May 29 16:23:33 2022,cacheprof,-fcase-merge,2136.811000,35.463196,0.000000,0.000000,6.074036,0.000000,32.671631,0.000000,0.000000,6.656021,0.000000
Sun May 29 16:23:51 2022,cacheprof,-fcase-merge,2455.525000,43.031372,0.000000,0.000000,6.824829,0.000000,33.589783,0.000000,0.000000,6.471176,0.000000
Sun May 29 16:24:23 2022,cacheprof,-fcase-merge,1823.598000,36.184631,0.000000,0.000000,5.886963,0.000000,26.904602,0.000000,0.000000,5.484589,0.000000
Sun May 29 16:25:05 2022,cacheprof,-fcase-merge,1832.546000,35.720947,0.000000,0.000000,5.659134,0.000000,26.576965,0.000000,0.000000,5.285339,0.000000
Sun May 29 16:25:37 2022,cacheprof,-fcase-merge,1904.953000,35.581787,0.000000,0.000000,5.674454,0.000000,26.997986,0.000000,0.000000,5.214218,0.000000
Sun May 29 16:25:53 2022,cacheprof,-fcase-merge,1817.304000,36.119385,0.000000,0.000000,5.805206,0.000000,26.498535,0.000000,0.000000,5.393112,0.000000
Sun May 29 16:26:25 2022,cacheprof,-fcase-merge,1891.633000,35.099792,0.000000,0.000000,5.509048,0.000000,26.642395,0.000000,0.000000,5.181915,0.000000
Sun May 29 16:26:52 2022,cacheprof,-fcase-merge,1979.532000,36.099060,0.000000,0.000000,5.768417,0.000000,27.766296,0.000000,0.000000,5.399155,0.000000
Sun May 29 16:27:22 2022,cacheprof,-fcase-folding,1933.660000,37.190552,0.000000,0.000000,6.028046,0.000000,28.175842,0.000000,0.000000,5.650742,0.000000
Sun May 29 16:27:49 2022,cacheprof,-fcase-folding,1846.992000,36.159119,0.000000,0.000000,5.924042,0.000000,26.983643,0.000000,0.000000,5.463287,0.000000
Sun May 29 16:28:11 2022,cacheprof,-fcase-folding,1962.566000,38.183655,0.000000,0.000000,6.231003,0.000000,28.650024,0.000000,0.000000,5.719376,0.000000
