timestamp,program,flag,execution_time,pkg_energy,pp0,pp1,dram,psys
Thu Jun  2 14:46:04 2022,cacheprof,-fcse,355.746000,11.729187,9.359070,0.000000,0.547241,0.000000
Thu Jun  2 14:46:15 2022,cacheprof,-fcse,399.672000,13.180054,10.527039,0.000000,0.567505,0.000000
Thu Jun  2 14:46:21 2022,cacheprof,-fcse,280.025000,8.919617,7.067444,0.000000,0.402039,0.000000
Thu Jun  2 14:46:27 2022,cacheprof,-fcse,327.828000,10.572937,8.387085,0.000000,0.468506,0.000000
Thu Jun  2 14:46:40 2022,cacheprof,-fcse,289.056000,9.352722,7.411865,0.000000,0.414612,0.000000
Thu Jun  2 14:46:46 2022,cacheprof,-fcse,259.589000,8.172668,6.446228,0.000000,0.373352,0.000000
Thu Jun  2 14:47:03 2022,cacheprof,-fcse,281.072000,9.091003,7.209534,0.000000,0.402771,0.000000
Thu Jun  2 14:47:11 2022,cacheprof,-fcse,274.024000,8.752625,6.930237,0.000000,0.391724,0.000000
Thu Jun  2 14:47:17 2022,cacheprof,-fcse,353.350000,11.536987,9.211975,0.000000,0.502686,0.000000
Thu Jun  2 14:47:26 2022,cacheprof,-fcse,285.397000,8.988403,7.115173,0.000000,0.408386,0.000000
Thu Jun  2 14:47:42 2022,cacheprof,-fstg-cse,287.089000,9.177673,7.279846,0.000000,0.414124,0.000000
Thu Jun  2 14:47:51 2022,cacheprof,-fstg-cse,387.631000,12.815125,10.231079,0.000000,0.551208,0.000000
Thu Jun  2 14:48:09 2022,cacheprof,-fstg-cse,319.705000,10.422058,8.298584,0.000000,0.456665,0.000000
Thu Jun  2 14:48:28 2022,cacheprof,-fstg-cse,265.965000,8.491028,6.729248,0.000000,0.382446,0.000000
Thu Jun  2 14:48:38 2022,cacheprof,-fstg-cse,254.049000,7.938782,6.259705,0.000000,0.367004,0.000000
Thu Jun  2 14:48:44 2022,cacheprof,-fstg-cse,282.616000,8.984192,7.096985,0.000000,0.409607,0.000000
Thu Jun  2 14:48:51 2022,cacheprof,-fstg-cse,266.687000,8.508179,6.748230,0.000000,0.385681,0.000000
Thu Jun  2 14:49:07 2022,cacheprof,-fstg-cse,361.987000,12.077576,9.655334,0.000000,0.516052,0.000000
Thu Jun  2 14:49:13 2022,cacheprof,-fstg-cse,312.656000,10.108398,8.037048,0.000000,0.447754,0.000000
