Sat Jul  9 19:02:21 2022,cacheprof,-fcase-merge,9479.118000,154.680054,87.629150,0.000000,19.083984,0.000000
Sat Jul  9 19:03:15 2022,cacheprof,-fcase-merge,9238.447000,149.630859,85.272888,0.000000,18.581787,0.000000
Sat Jul  9 19:04:26 2022,cacheprof,-fcase-merge,9208.033000,151.698730,86.329712,0.000000,18.529480,0.000000
Sat Jul  9 19:06:04 2022,cacheprof,-fcase-merge,9209.595000,150.504517,86.037048,0.000000,18.532043,0.000000
Sat Jul  9 19:08:28 2022,cacheprof,-fcase-merge,9430.948000,153.513794,87.472412,0.000000,18.967041,0.000000
Sat Jul  9 19:11:17 2022,cacheprof,-fcase-merge,9397.260000,151.299316,85.673767,0.000000,18.911133,0.000000
Sat Jul  9 19:13:35 2022,cacheprof,-fcase-merge,9160.616000,147.020325,83.532227,0.000000,18.452393,0.000000
Sat Jul  9 19:16:53 2022,cacheprof,-fcase-merge,9134.153000,150.398254,85.252747,0.000000,18.391968,0.000000
Sat Jul  9 19:23:05 2022,cacheprof,-fcase-merge,9413.671000,155.363831,88.007324,0.000000,18.940674,0.000000
Sat Jul  9 19:27:27 2022,cacheprof,-fcase-merge,9411.330000,155.172180,88.241516,0.000000,18.940613,0.000000
Sat Jul  9 19:36:20 2022,cacheprof,-fcase-merge,9174.115000,150.148071,85.276489,0.000000,18.483093,0.000000
Sat Jul  9 19:51:05 2022,cacheprof,-fcase-merge,9428.445000,152.707947,86.481689,0.000000,18.975891,0.000000
Sat Jul  9 23:42:57 2022,cacheprof,-fcase-merge,9184.620000,152.413330,87.177551,0.000000,18.495850,0.000000
Sat Jul  9 23:45:35 2022,cacheprof,-fcase-merge,9413.030000,154.444458,87.514893,0.000610,18.937683,0.000000
Sat Jul  9 23:49:52 2022,cacheprof,-fcase-merge,9204.639000,151.040955,85.634216,0.000549,18.525085,0.000000
Sat Jul  9 23:53:29 2022,cacheprof,-fcase-merge,9209.661000,153.057739,86.868774,0.000549,18.537781,0.000000
Sat Jul  9 23:55:49 2022,cacheprof,-fcase-merge,9186.266000,151.787598,86.142883,0.000000,18.489197,0.000000
Sun Jul 10 00:03:03 2022,cacheprof,-fcase-merge,9180.935000,151.562439,86.109497,0.000000,18.480469,0.000000
Sun Jul 10 00:04:35 2022,cacheprof,-fcase-merge,9409.798000,156.473083,89.441772,0.000000,18.920044,0.000000
Sun Jul 10 00:07:03 2022,cacheprof,-fcase-merge,9447.228000,157.055969,89.251892,0.000610,18.995667,0.000000
Sun Jul 10 00:09:36 2022,cacheprof,-fcase-folding,9419.339000,155.942383,88.731689,0.000000,18.999817,0.000000
Sun Jul 10 00:13:28 2022,cacheprof,-fcase-folding,9266.886000,153.788940,87.664795,0.000000,18.624329,0.000000
Sun Jul 10 00:15:53 2022,cacheprof,-fcase-folding,9410.162000,156.419128,88.855530,0.000000,18.939575,0.000000
Sun Jul 10 00:18:01 2022,cacheprof,-fcase-folding,9176.994000,151.427307,86.016479,0.000000,18.488953,0.000000
Sun Jul 10 00:21:07 2022,cacheprof,-fcase-folding,9424.914000,155.054382,87.988708,0.000000,18.964905,0.000000
Sun Jul 10 00:24:24 2022,cacheprof,-fcase-folding,9399.725000,154.365662,87.516846,0.000549,18.918152,0.000000
Sun Jul 10 00:26:54 2022,cacheprof,-fcase-folding,9363.464000,154.387207,87.463135,0.000000,18.844299,0.000000
Sun Jul 10 00:28:38 2022,cacheprof,-fcase-folding,9384.151000,155.320740,87.928955,0.000610,18.878479,0.000000
Sun Jul 10 00:30:24 2022,cacheprof,-fcase-folding,9222.030000,153.363098,87.275818,0.000000,18.564209,0.000000
Sun Jul 10 00:32:09 2022,cacheprof,-fcase-folding,9176.319000,151.524292,86.054626,0.000610,18.475281,0.000000
Sun Jul 10 00:34:44 2022,cacheprof,-fcase-folding,9204.214000,152.760681,86.737061,0.000000,18.525574,0.000000
Sun Jul 10 00:37:28 2022,cacheprof,-fcase-folding,9382.233000,155.210815,88.307434,0.000000,18.878906,0.000000
Sun Jul 10 00:39:44 2022,cacheprof,-fcase-folding,9408.685000,157.382324,89.410339,0.000000,18.930908,0.000000
Sun Jul 10 00:41:56 2022,cacheprof,-fcase-folding,9205.109000,153.526306,87.133423,0.000000,18.535828,0.000000
Sun Jul 10 00:43:38 2022,cacheprof,-fcase-folding,9167.339000,152.878784,86.907654,0.000000,18.461914,0.000000
Sun Jul 10 00:45:27 2022,cacheprof,-fcase-folding,9187.724000,154.134277,87.739868,0.000000,18.490723,0.000000
Sun Jul 10 00:47:52 2022,cacheprof,-fcase-folding,9429.983000,157.341248,89.252502,0.000000,18.973999,0.000000
Sun Jul 10 00:49:37 2022,cacheprof,-fcase-folding,327.261000,10.121704,8.027283,0.000000,0.462891,0.000000
Sun Jul 10 00:50:34 2022,cacheprof,-fcase-folding,9177.931000,154.098694,87.359192,0.000000,18.485291,0.000000
Sun Jul 10 00:53:13 2022,cacheprof,-fcase-folding,9417.888000,159.793030,91.574219,0.000000,18.957458,0.000000
Sun Jul 10 00:55:05 2022,cacheprof,-fcall-arity,9258.446000,154.277893,87.814575,0.000000,18.651367,0.000000
Sun Jul 10 00:56:45 2022,cacheprof,-fcall-arity,9476.163000,156.403809,88.694458,0.000000,19.016724,0.000000
Sun Jul 10 00:58:29 2022,cacheprof,-fcall-arity,9413.214000,157.378601,89.783203,0.000000,18.925598,0.000000
Sun Jul 10 01:00:43 2022,cacheprof,-fcall-arity,9166.317000,151.545227,85.858093,0.000000,18.437561,0.000000
Sun Jul 10 01:02:47 2022,cacheprof,-fcall-arity,9180.562000,153.430054,87.119995,0.000000,18.492188,0.000000
Sun Jul 10 01:04:41 2022,cacheprof,-fcall-arity,9420.533000,156.286621,88.624939,0.000000,18.952026,0.000000
Sun Jul 10 01:07:03 2022,cacheprof,-fcall-arity,9429.193000,157.109009,89.163574,0.000000,18.955994,0.000000
Sun Jul 10 01:08:45 2022,cacheprof,-fcall-arity,9425.477000,156.530518,89.009888,0.000610,18.954773,0.000000
Sun Jul 10 01:10:11 2022,cacheprof,-fcall-arity,9398.922000,156.651917,88.877502,0.000610,18.919250,0.000000
Sun Jul 10 01:12:21 2022,cacheprof,-fcall-arity,9241.309000,154.622192,88.082397,0.000549,18.575317,0.000000
Sun Jul 10 01:13:49 2022,cacheprof,-fcall-arity,9152.527000,153.099548,87.033508,0.000610,18.422852,0.000000
Sun Jul 10 01:15:34 2022,cacheprof,-fcall-arity,9195.467000,154.072021,87.814880,0.000000,18.501099,0.000000
Sun Jul 10 01:18:00 2022,cacheprof,-fcall-arity,9195.131000,153.802734,87.366577,0.000000,18.507812,0.000000
Sun Jul 10 01:19:50 2022,cacheprof,-fcall-arity,9443.038000,157.343140,89.211182,0.000000,18.990601,0.000000
Sun Jul 10 01:22:26 2022,cacheprof,-fcall-arity,9185.177000,152.000427,86.263794,0.000549,18.497375,0.000000
Sun Jul 10 01:24:10 2022,cacheprof,-fcall-arity,9512.156000,160.218872,91.347839,0.000000,19.083069,0.000000
Sun Jul 10 01:26:10 2022,cacheprof,-fcall-arity,9173.037000,154.633423,88.734924,0.000000,18.473206,0.000000
Sun Jul 10 01:28:02 2022,cacheprof,-fcall-arity,9176.356000,152.304810,86.538208,0.000000,18.480957,0.000000
Sun Jul 10 01:29:46 2022,cacheprof,-fcall-arity,9217.216000,152.739441,86.757446,0.000000,18.540833,0.000000
Sun Jul 10 01:32:36 2022,cacheprof,-fcall-arity,9161.529000,152.392090,86.611511,0.000000,18.441162,0.000000
Sun Jul 10 01:35:03 2022,cacheprof,-fexitification,9469.615000,158.205750,89.794067,0.000000,19.095703,0.000000
Sun Jul 10 01:36:29 2022,cacheprof,-fexitification,9400.063000,157.577393,89.572449,0.000000,18.908142,0.000000
Sun Jul 10 01:38:09 2022,cacheprof,-fexitification,9401.220000,155.898315,88.464050,0.000000,18.917908,0.000000
Sun Jul 10 01:39:32 2022,cacheprof,-fexitification,9187.962000,152.209473,86.432373,0.000000,18.485046,0.000000
Sun Jul 10 01:41:28 2022,cacheprof,-fexitification,9175.263000,151.767883,86.117920,0.000000,18.477783,0.000000
Sun Jul 10 01:43:02 2022,cacheprof,-fexitification,9417.963000,155.888367,88.311401,0.000000,18.957397,0.000000
Sun Jul 10 01:44:34 2022,cacheprof,-fexitification,9211.013000,152.360229,86.601990,0.000000,18.559753,0.000000
Sun Jul 10 01:46:42 2022,cacheprof,-fexitification,9513.893000,158.239868,90.139404,0.000000,19.108276,0.000000
Sun Jul 10 01:48:16 2022,cacheprof,-fexitification,9180.908000,151.739563,86.232788,0.000549,18.487427,0.000000
Sun Jul 10 01:49:41 2022,cacheprof,-fexitification,9174.487000,152.346802,86.451111,0.000610,18.464050,0.000000
Sun Jul 10 01:51:21 2022,cacheprof,-fexitification,9178.896000,151.777588,86.245422,0.000000,18.481750,0.000000
Sun Jul 10 01:53:47 2022,cacheprof,-fexitification,9485.644000,156.748901,88.971008,0.000000,19.054749,0.000000
Sun Jul 10 01:55:13 2022,cacheprof,-fexitification,9443.374000,158.767029,90.981689,0.000000,18.993591,0.000000
Sun Jul 10 01:56:57 2022,cacheprof,-fexitification,9391.943000,155.374817,88.660828,0.000488,18.897095,0.000000
Sun Jul 10 01:59:17 2022,cacheprof,-fexitification,9403.415000,155.465820,88.322449,0.000000,18.925232,0.000000
Sun Jul 10 02:01:03 2022,cacheprof,-fexitification,9414.064000,157.539246,90.204224,0.000000,18.939941,0.000000
Sun Jul 10 02:02:37 2022,cacheprof,-fexitification,9206.547000,152.099487,86.402771,0.000549,18.534302,0.000000
Sun Jul 10 02:03:55 2022,cacheprof,-fexitification,9422.669000,156.529175,88.991028,0.000000,18.956116,0.000000
Sun Jul 10 02:06:03 2022,cacheprof,-fexitification,9179.691000,151.696228,86.217834,0.000000,18.468994,0.000000
Sun Jul 10 02:07:57 2022,cacheprof,-fexitification,9199.190000,152.535156,86.778259,0.000000,18.517395,0.000000
Sun Jul 10 02:09:54 2022,cacheprof,-fcmm-elim-common-blocks,9476.029000,156.410522,88.907104,0.000000,19.112976,0.000000
Sun Jul 10 02:11:46 2022,cacheprof,-fcmm-elim-common-blocks,9195.250000,151.347961,85.939514,0.000000,18.511353,0.000000
Sun Jul 10 02:13:57 2022,cacheprof,-fcmm-elim-common-blocks,9168.626000,151.955627,86.363098,0.000000,18.463196,0.000000
Sun Jul 10 02:15:31 2022,cacheprof,-fcmm-elim-common-blocks,9178.573000,151.220581,85.778015,0.000610,18.484802,0.000000
Sun Jul 10 02:16:55 2022,cacheprof,-fcmm-elim-common-blocks,9490.492000,157.028198,89.177551,0.000610,19.077576,0.000000
Sun Jul 10 02:18:17 2022,cacheprof,-fcmm-elim-common-blocks,9173.854000,151.121948,85.807190,0.000000,18.478821,0.000000
Sun Jul 10 02:20:17 2022,cacheprof,-fcmm-elim-common-blocks,9243.645000,151.346924,85.864136,0.000000,18.581604,0.000000
Sun Jul 10 02:22:20 2022,cacheprof,-fcmm-elim-common-blocks,9200.506000,150.618164,85.440308,0.000000,18.501587,0.000000
Sun Jul 10 02:24:07 2022,cacheprof,-fcmm-elim-common-blocks,9488.110000,156.398865,88.865173,0.000610,19.060730,0.000000
Sun Jul 10 02:25:26 2022,cacheprof,-fcmm-elim-common-blocks,9438.829000,155.574707,88.304993,0.000000,18.971680,0.000000
Sun Jul 10 02:27:12 2022,cacheprof,-fcmm-elim-common-blocks,9165.807000,151.166077,85.767517,0.000000,18.444397,0.000000
Sun Jul 10 02:29:32 2022,cacheprof,-fcmm-elim-common-blocks,9198.270000,153.252747,87.637329,0.000000,18.515198,0.000000
Sun Jul 10 02:30:56 2022,cacheprof,-fcmm-elim-common-blocks,9439.692000,156.370178,88.667175,0.000000,18.985840,0.000000
Sun Jul 10 02:32:36 2022,cacheprof,-fcmm-elim-common-blocks,9403.906000,156.682373,89.638123,0.000000,18.917542,0.000000
Sun Jul 10 02:34:42 2022,cacheprof,-fcmm-elim-common-blocks,9164.275000,148.698059,84.340393,0.000000,18.467407,0.000000
Sun Jul 10 02:36:05 2022,cacheprof,-fcmm-elim-common-blocks,9198.768000,151.069702,86.065063,0.000000,18.514343,0.000000
Sun Jul 10 02:38:31 2022,cacheprof,-fcmm-elim-common-blocks,9193.280000,152.463562,87.158997,0.000610,18.508118,0.000000
Sun Jul 10 02:39:55 2022,cacheprof,-fcmm-elim-common-blocks,9188.818000,149.752380,85.130615,0.000488,18.497925,0.000000
Sun Jul 10 02:41:35 2022,cacheprof,-fcmm-elim-common-blocks,9188.614000,152.012878,86.298767,0.000000,18.502502,0.000000
Sun Jul 10 02:43:05 2022,cacheprof,-fcmm-elim-common-blocks,9395.654000,155.921936,89.109314,0.000000,18.903809,0.000000
Sun Jul 10 02:44:23 2022,cacheprof,-fcmm-sink,9198.388000,150.619568,85.551697,0.000000,18.581726,0.000000
